"hou_wgt";"hou_mbr";"hou_roo";"hou_inc";"hou_agr";"hea";"hea_age";"hea_sex";"loc_dep";"loc_urb";"loc_rur";"hou_inc_mbr"
338,389877172616;5;2;45000;"Only";TRUE;19;"Female";"BORGOU";FALSE;TRUE;9000
338,389877172616;8;2;125000;"Partly";TRUE;39;"Female";"BORGOU";FALSE;TRUE;15625
555,514550488395;9;4;20000;"Partly";TRUE;40;"Female";"BORGOU";FALSE;TRUE;2222,22222222222
249,51962821799;9;6;45000;"Only";TRUE;15;"Male";"BORGOU";FALSE;TRUE;5000
301,990271808193;12;2;45000;"Only";FALSE;38;"Male";"BORGOU";TRUE;FALSE;3750
189,286983701652;7;2;20000;"Partly";TRUE;36;"Male";"BORGOU";TRUE;FALSE;2857,14285714286
189,286983701652;6;2;75000;"Only";TRUE;35;"Male";"BORGOU";TRUE;FALSE;12500
239,611145014943;6;3;20000;"Only";TRUE;45;"Female";"COLLINES";FALSE;TRUE;3333,33333333333
190,001401062314;8;4;20000;"Only";TRUE;57;"Male";"COLLINES";TRUE;FALSE;2500
135,465414244194;7;2;75000;"Only";FALSE;48;"Male";"COLLINES";FALSE;TRUE;10714,2857142857
201,140411860149;1;1;25000;"Only";TRUE;68;"Male";"COLLINES";FALSE;TRUE;25000
156,661993997909;7;4;20000;"Only";TRUE;65;"Female";"COLLINES";FALSE;TRUE;2857,14285714286
540,5692021407;5;2;40000;"None";TRUE;35;"Female";"COUFFO";TRUE;FALSE;8000
654,224147750235;5;1;20000;"None";TRUE;32;"Male";"COUFFO";TRUE;FALSE;4000
229,269070364853;2;1;20000;"Partly";TRUE;55;"Male";"COUFFO";FALSE;TRUE;10000
131,382895252962;10;1;20000;"Partly";TRUE;74;"Female";"COUFFO";FALSE;TRUE;2000
131,382895252962;7;1;45000;"Partly";TRUE;42;"Female";"COUFFO";FALSE;TRUE;6428,57142857143
228,928190874561;4;2;20000;"Only";TRUE;36;"Female";"COUFFO";FALSE;TRUE;5000
199,882890277966;4;3;20000;"Partly";TRUE;36;"Male";"COUFFO";FALSE;TRUE;5000
492,411196286799;6;2;20000;"Only";TRUE;26;"Female";"COUFFO";TRUE;FALSE;3333,33333333333
